"distance","elevation"
"0","-1787.8107357608228"
"15.18850021605971","-1788.7393362447483"
"47.48119193471482","-1789.2378577819563"
"141.1171660550483","-1800.4697862198223"
"187.42134811725037","-1805.099533571396"
"229.17477398636026","-1804.4404055676964"
"287.6630251259222","-1807.1198757633424"
